ticket_id,channel,plan,region,ticket_text,priority,zs_guess,zs_confidence,category
CB-6093,email,Enterprise,APAC,Sorry to bother you but I need invoices for the last twelve months in one download.,normal,billing_plan,0.9694,billing_plan
CB-6565,chat,Enterprise,North America,"Morning, Can you support exporting to PDF as well as CSV?",normal,feature_request,0.7589,feature_request
CB-6209,chat,Team,APAC,Sorry to bother you but The date picker will not let me select anything before 2024.,high,bug_ui,0.79,bug_ui
CB-7178,phone,Enterprise,LATAM,Hey We need to force a password rotation for every user this quarter. It affects about a dozen people.,low,login_access,0.9764,login_access
CB-7231,chat,Enterprise,APAC,We hit a timeout that cannot be increased anywhere in settings. This is urgent.,low,performance,0.9744,performance
CB-6066,email,Team,APAC,Reporting on behalf of my team: We need to move billing to a different legal entity. Happens roughly half the time.,normal,billing_plan,0.7126,billing_plan
CB-6053,in-app,Free,EMEA,"Morning, The free trial converted to paid before we decided.",normal,billing_plan,0.4225,billing_plan
CB-6110,in-app,Free,APAC,Hey The usage overage charge is much larger than we expected. We need this resolved before month end.,normal,billing_plan,0.5764,billing_plan
CB-6510,in-app,Business,EMEA,text fields are truncated at 255 characters,normal,bug_ui,0.6216,data_sync
CB-6219,chat,Business,North America,Sorry to bother you but Long labels are cut off with no tooltip to read them. We need this resolved before month end.,urgent,bug_ui,0.5945,bug_ui
CB-6898,chat,Free,North America,Second time asking about this. The Looker connection cannot see our new tables.,normal,bug_ui,0.6765,integrations
CB-7097,in-app,Business,EMEA,Raising this again: The email on my account is wrong and I cannot receive the verification code. Nothing changed on our side. Any help appreciated.,urgent,login_access,0.9347,login_access
CB-6484,email,Business,LATAM,Our totals here are consistently three percent below source. It affects about a dozen people. Thanks in advance.,high,bug_ui,0.9413,data_sync
CB-6693,phone,Team,EMEA,"Hi, Please support nested folders. This started yesterday. Please treat as high priority.",low,how_to,0.8194,feature_request
CB-6677,email,Team,APAC,"Hi, An audit log we can export would help our compliance review. Only happens for our EMEA users.",normal,feature_request,0.581,feature_request
CB-7321,chat,Enterprise,North America,"Morning, The print view takes so long it fails. It worked fine last week.",normal,performance,0.9235,performance
CB-7141,phone,Enterprise,APAC,not sure if this is the right place but the sso config was changed by accident and now nobody can get in,urgent,bug_ui,0.4019,login_access
CB-6663,email,Free,EMEA,"Hi, We need a way to see which dashboards depend on a given field.",high,feature_request,0.7638,feature_request
CB-6800,chat,Team,APAC,Hey How do I change who receives the weekly summary? Nothing changed on our side. Let me know.,normal,how_to,0.6352,how_to
CB-6197,chat,Business,LATAM,The modal opens behind the page overlay so I cannot click it. Please treat as high priority. Please escalate if needed.,low,feature_request,0.2232,bug_ui
CB-7203,email,Enterprise,APAC,Hey The account recovery flow asks a security question we never set.,normal,login_access,0.8167,login_access
CB-6169,chat,Team,EMEA,Raising this again: We want to downgrade but keep the historical data.,normal,bug_ui,0.6608,billing_plan
CB-6313,phone,Free,LATAM,"Morning, The timezone shown in the header disagrees with the rows.",normal,bug_ui,0.9897,bug_ui
CB-7250,email,Free,APAC,"Morning, The page freezes completely while a filter applies. Nothing changed on our side. Can someone take a look?",high,performance,0.8871,performance
CB-6025,email,Team,APAC,Hey We are charged in advance but the contract says in arrears.,normal,billing_plan,0.9735,billing_plan
CB-6238,email,Business,EMEA,The timezone shown in the header disagrees with the rows.,high,bug_ui,0.9921,bug_ui
CB-6492,phone,Free,APAC,Second time asking about this. The sync ignores our filter and pulls every record. It worked fine last week. Thanks in advance.,high,data_sync,0.7563,data_sync
CB-7254,phone,Enterprise,North America,Second time asking about this. The scheduled report never finishes for our biggest region. Thanks in advance.,normal,performance,0.6755,performance
CB-6076,chat,Free,LATAM,Raising this again: VAT is not showing on the invoice and our finance team needs it.,urgent,billing_plan,0.8785,billing_plan
CB-6288,chat,Team,APAC,hey the tab order jumps to the footer in the middle of the form,urgent,bug_ui,0.8156,bug_ui
CB-6037,email,Free,EMEA,we need to split one invoice across two cost centres,low,billing_plan,0.9283,billing_plan
CB-7282,chat,Free,APAC,sorry to bother you but switching between workspaces takes twenty seconds,urgent,performance,0.9611,performance
CB-7398,phone,Enterprise,LATAM,"Hello, The API takes four seconds for a request that used to take one. I have cleared cache and tried incognito.",normal,performance,0.6211,performance
CB-6858,email,Free,EMEA,Not sure if this is the right place but How do I export just the filtered rows and not everything? We are on the Team plan. Fairly low priority.,high,how_to,0.9248,how_to
CB-6059,in-app,Enterprise,EMEA,Following up: We want to downgrade but keep the historical data.,normal,bug_ui,0.6115,billing_plan
CB-6914,email,Team,EMEA,Second time asking about this. Our Snowflake connection times out on larger queries. It worked fine last week.,normal,performance,0.9057,integrations
CB-6237,in-app,Enterprise,LATAM,The chart axis starts at a non-zero value and exaggerates the trend. Not blocking but annoying.,normal,bug_ui,0.989,bug_ui
CB-6188,phone,Free,EMEA,The chart axis starts at a non-zero value and exaggerates the trend.,low,bug_ui,0.9883,bug_ui
CB-6854,phone,Business,APAC,Sorry to bother you but How do I change who receives the weekly summary? Only happens for our EMEA users. Thanks!,normal,how_to,0.8761,how_to
CB-7069,in-app,Free,LATAM,quick one: desktop sign-in works but the mobile app rejects the same password,urgent,login_access,0.886,login_access
CB-6870,phone,Enterprise,EMEA,Raising this again: Can I embed a chart in our internal wiki? We are on the Team plan.,normal,how_to,0.6772,how_to
CB-6841,in-app,Team,APAC,"Hello, How do I export just the filtered rows and not everything? Can someone take a look?",urgent,how_to,0.9491,how_to
CB-7285,phone,Business,LATAM,Reporting on behalf of my team: Performance degrades steadily until we reload the page.,normal,performance,0.7722,performance
CB-6466,chat,Free,North America,Hey The sync started applying a transformation we never configured. Can someone take a look?,low,bug_ui,0.3623,data_sync
CB-6551,in-app,Free,EMEA,Please add a bulk export of every view definition.,high,feature_request,0.8436,feature_request
CB-6254,in-app,Free,LATAM,The required field marker is missing on two fields.,urgent,bug_ui,0.8722,bug_ui
CB-6046,email,Team,APAC,Following up: The tax exemption certificate we uploaded is being ignored. I have cleared cache and tried incognito. Fairly low priority. Thanks in advance.,normal,data_sync,0.3845,billing_plan
CB-6788,in-app,Business,North America,Following up: How do I test a change without affecting the live dashboard? I have cleared cache and tried incognito.,normal,how_to,0.8423,how_to
CB-6526,in-app,Team,North America,please add support for importing from a spreadsheet template,urgent,feature_request,0.6615,feature_request
CB-6950,phone,Enterprise,EMEA,Reporting on behalf of my team: The connector requires permissions our security team will not approve.,low,integrations,0.8054,integrations
CB-6606,in-app,Business,North America,Following up: Please let us set alert thresholds per team rather than globally.,normal,how_to,0.7199,feature_request
CB-6732,email,Team,North America,Not sure if this is the right place but What is the right way to share a dashboard outside the company? This is blocking our weekly reporting. No rush on this one.,low,how_to,0.5338,how_to
CB-6585,in-app,Team,EMEA,Following up: We would like row-level permissions. We need this resolved before month end.,high,feature_request,0.4073,feature_request
CB-6369,in-app,Free,North America,"hi team, the nightly sync silently stopped three days ago",urgent,performance,0.6725,data_sync
CB-7308,chat,Free,LATAM,"hi, we hit a timeout that cannot be increased anywhere in settings",urgent,performance,0.9791,performance
CB-6930,in-app,Team,EMEA,Not sure if this is the right place but The Looker connection cannot see our new tables. This is urgent.,high,bug_ui,0.6789,integrations
CB-6383,email,Team,LATAM,Quick one: The deduplication rule is merging two genuinely different customers. Please escalate if needed.,urgent,bug_ui,0.4884,data_sync
CB-6210,in-app,Team,LATAM,Reporting on behalf of my team: The number formatting uses commas and periods inconsistently. Not blocking but annoying. Any help appreciated.,normal,bug_ui,0.9353,bug_ui
CB-7372,email,Team,APAC,"Hi, The first load of the day is always far slower than the rest. Our admin has already tried the usual steps. Please advise.",normal,performance,0.7788,performance
CB-6711,in-app,Business,LATAM,quick one: can i embed a chart in our internal wiki?,low,how_to,0.5971,how_to
CB-7133,email,Enterprise,EMEA,not sure if this is the right place but we see an account suspended banner even though the invoice is paid,low,login_access,0.4978,login_access
CB-6944,phone,Free,North America,Not sure if this is the right place but The connector reset all of our field mappings after an upgrade. Please treat as high priority. Happy to jump on a call if easier.,urgent,integrations,0.4823,integrations
CB-7089,in-app,Team,EMEA,"Hello, The Google sign-in button sends me into a redirect loop. Please treat as high priority.",normal,login_access,0.9773,login_access
CB-6235,chat,Enterprise,LATAM,"Hi, The tooltip covers the value it is describing.",urgent,bug_ui,0.2422,bug_ui
CB-6505,phone,Business,North America,"Hi team, The sync started applying a transformation we never configured.",normal,bug_ui,0.2906,data_sync
CB-7079,chat,Team,LATAM,Authenticator codes are being rejected even after resyncing.,urgent,login_access,0.8979,login_access
CB-7209,in-app,Business,North America,Quick one: Our identity provider says the assertion audience does not match.,low,bug_ui,0.498,login_access
CB-6386,in-app,Enterprise,LATAM,"hello, historical data was overwritten by the most recent import",low,bug_ui,0.4779,data_sync
CB-6557,email,Enterprise,APAC,Quick one: We need a way to see which dashboards depend on a given field.,urgent,feature_request,0.7098,feature_request
CB-6514,in-app,Free,EMEA,"hello, the sync fails silently with no error and no notification",normal,data_sync,0.3407,data_sync
CB-6614,email,Free,APAC,Raising this again: Please support nested folders.,normal,feature_request,0.6245,feature_request
CB-6072,in-app,Enterprise,EMEA,not sure if this is the right place but we are on a legacy plan and want to know what we lose by moving,high,billing_plan,0.3538,billing_plan
CB-7179,phone,Business,EMEA,I am told my email is already registered but I have never signed up.,normal,login_access,0.3771,login_access
